emission 2011 (tons);lat;lon
0.0447344;26.4;108.6
0.37914;26.7;108.6
0.856446;26.8;108.6
3.56749;26.9;108.6
0.055099;27.0;108.6
0.0339529;27.1;108.6
0.531988;27.2;108.6
0.103467;27.3;108.6
0.466643;27.4;108.6
0.399572;27.5;108.6
0.694128;27.6;108.6
0.0964381;27.7;108.6
0.737969;28.0;108.6
0.0284728;28.1;108.6
0.42322;28.2;108.6
0.884919;28.3;108.6
0.349774;28.4;108.6
1.24023;28.5;108.6
0.7584;28.6;108.6
0.822017;28.7;108.6
0.126757;28.8;108.6
0.116452;28.9;108.6
0.451037;29.0;108.6
0.13331;29.1;108.6
0.617287;29.2;108.6
1.30022;29.3;108.6
0.0903623;29.4;108.6
0.416667;29.5;108.6
0.437277;29.7;108.6
0.522219;29.8;108.6
0.147665;29.9;108.6
0.294616;30.0;108.6
0.454194;30.2;108.6
0.632596;30.3;108.6
1.5794;30.4;108.6
0.364904;30.5;108.6
1.63343;30.6;108.6
1.028;30.7;108.6
1.72653;30.8;108.6
6.95337;30.9;108.6
1.51579;31.0;108.6
0.879081;31.1;108.6
1.37259;31.2;108.6
0.87652;31.3;108.6
0.0557542;31.4;108.6
0.321063;31.5;108.6
0.289255;31.6;108.6
0.516858;31.8;108.6
2.3051;31.9;108.6
0.404277;32.2;108.6
0.65672;32.3;108.6
1.10948;32.4;108.6
1.80605;32.5;108.6
1.15529;32.6;108.6
1.25465;32.7;108.6
1.29468;32.8;108.6
0.551466;32.9;108.6
0.652789;33.0;108.6
0.0835717;33.3;108.6
0.0383608;33.4;108.6
0.177568;33.6;108.6
0.0430665;33.7;108.6
6.67907;34.0;108.6
7.69819;34.1;108.6
6.57494;34.2;108.6
21.6644;34.3;108.6
4.19616;34.4;108.6
3.8941;34.5;108.6
2.60734;34.6;108.6
0.533537;34.7;108.6
0.183167;34.8;108.6
0.350012;35.0;108.6
0.091911;35.1;108.6
0.339707;35.2;108.6
0.0935193;35.3;108.6
0.148023;36.1;108.6
0.0939958;36.8;108.6
0.301406;36.9;108.6
0.0428878;37.0;108.6
0.159698;37.2;108.6
0.44097;37.4;108.6
0.337801;37.5;108.6
0.173398;38.3;108.6
1.69288;40.6;108.6
0.837504;40.7;108.6
0.113117;41.2;108.6
1.25745;18.4;108.7
1.89064;18.5;108.7
1.1015;18.6;108.7
0.146712;18.7;108.7
0.332857;18.8;108.7
0.074875;18.9;108.7
0.466226;19.0;108.7
0.650227;19.1;108.7
2.26883;19.2;108.7
0.464737;19.3;108.7
0.466941;21.6;108.7
0.244758;21.8;108.7
0.246605;21.9;108.7
0.672624;22.0;108.7
2.88605;22.1;108.7
0.37229;22.2;108.7
2.03854;22.3;108.7
1.20414;22.4;108.7
0.195914;22.5;108.7
0.571659;22.6;108.7
0.953659;22.7;108.7
1.25024;22.8;108.7
0.221111;23.0;108.7
0.359483;23.1;108.7
5.40482;23.2;108.7
1.55302;23.3;108.7
1.63278;23.4;108.7
0.89028;23.5;108.7
0.444604;23.6;108.7
0.0688588;23.7;108.7
0.26102;23.8;108.7
0.112938;24.1;108.7
0.492495;24.2;108.7
0.0892901;24.3;108.7
0.734454;24.4;108.7
0.121754;24.5;108.7
0.388671;24.6;108.7
0.376936;24.7;108.7
0.611866;24.8;108.7
0.289374;24.9;108.7
0.49178;25.2;108.7
0.146295;25.4;108.7
0.720396;25.5;108.7
0.153443;25.6;108.7
0.823149;25.7;108.7
0.0916132;25.8;108.7
0.392781;25.9;108.7
0.430427;26.0;108.7
0.349;26.1;108.7
0.183465;26.2;108.7
0.532405;26.3;108.7
0.329045;26.4;108.7
0.971588;26.6;108.7
1.38552;26.9;108.7
1.39409;27.1;108.7
1.25298;27.2;108.7
0.684418;27.3;108.7
0.0599834;27.4;108.7
0.851264;27.5;108.7
0.276924;27.6;108.7
0.301168;27.7;108.7
0.269419;27.8;108.7
0.0730285;27.9;108.7
1.29128;28.0;108.7
0.275971;28.1;108.7
1.25917;28.3;108.7
0.119431;28.4;108.7
0.0473553;28.5;108.7
0.519002;28.6;108.7
0.391709;28.7;108.7
4.19526;28.8;108.7
1.1974;28.9;108.7
0.722005;29.0;108.7
1.12354;29.1;108.7
0.312605;29.2;108.7
1.72832;29.3;108.7
1.20509;29.4;108.7
6.68389;29.5;108.7
0.439958;29.6;108.7
1.33423;29.8;108.7
0.757566;29.9;108.7
2.15821;30.0;108.7
0.0363951;30.2;108.7
0.259174;30.3;108.7
1.18013;30.4;108.7
0.815703;30.5;108.7
0.287885;30.6;108.7
0.332857;30.7;108.7
3.19675;30.8;108.7
6.19956;30.9;108.7
0.457828;31.0;108.7
0.7254;31.1;108.7
4.18544;31.2;108.7
1.22004;31.3;108.7
0.255421;31.4;108.7
0.342864;31.5;108.7
0.0866096;31.7;108.7
0.708364;31.8;108.7
0.840363;31.9;108.7
0.0496784;32.0;108.7
0.213605;32.2;108.7
0.446212;32.3;108.7
1.21706;32.4;108.7
1.10668;32.5;108.7
0.574399;32.6;108.7
4.05915;32.7;108.7
0.293543;32.8;108.7
0.99744;32.9;108.7
0.28169;33.0;108.7
0.659698;33.1;108.7
0.304384;33.3;108.7
0.221766;33.9;108.7
6.34525;34.0;108.7
4.59382;34.1;108.7
7.40161;34.2;108.7
18.9985;34.3;108.7
3.83131;34.4;108.7
3.35133;34.5;108.7
3.51781;34.6;108.7
0.396951;34.7;108.7
1.4262;34.8;108.7
0.538957;34.9;108.7
0.0595664;35.0;108.7
0.716167;35.1;108.7
0.235526;36.0;108.7
0.231177;36.5;108.7
0.745593;36.7;108.7
2.79414;36.8;108.7
0.152311;37.2;108.7
0.103467;37.3;108.7
0.24178;37.4;108.7
4.49977;37.5;108.7
1.48827;37.6;108.7
0.137003;37.7;108.7
0.0546224;37.8;108.7
0.0310937;37.9;108.7
0.143972;38.5;108.7
0.0281154;38.6;108.7
0.0424113;39.3;108.7
0.288719;39.7;108.7
3.33602;39.8;108.7
0.547594;40.4;108.7
0.238861;40.5;108.7
4.63802;40.6;108.7
0.0347272;41.1;108.7
0.0306171;41.3;108.7
0.0878009;41.4;108.7
2.78342;18.4;108.8
0.878307;18.5;108.8
0.055099;18.6;108.8
0.20741;18.9;108.8
0.0964976;19.0;108.8
0.565226;19.1;108.8
0.846558;19.2;108.8
0.199667;19.3;108.8
0.545152;19.4;108.8
0.631821;21.6;108.8
0.111866;21.7;108.8
0.937754;21.8;108.8
0.416905;21.9;108.8
0.045747;22.0;108.8
1.10794;22.1;108.8
1.25364;22.2;108.8
1.04682;22.3;108.8
2.23356;22.4;108.8
0.159042;22.5;108.8
0.131046;22.6;108.8
0.523887;22.7;108.8
3.54563;22.8;108.8
0.128604;23.0;108.8
2.65249;23.1;108.8
11.7453;23.2;108.8
1.36818;23.3;108.8
0.348702;23.4;108.8
0.0998929;23.5;108.8
1.3543;23.6;108.8
1.97856;23.7;108.8
3.23225;23.8;108.8
0.04396;23.9;108.8
0.610258;24.0;108.8
0.0207887;24.1;108.8
0.327854;24.2;108.8
0.381046;24.3;108.8
1.01591;24.4;108.8
0.358471;24.5;108.8
0.106445;24.6;108.8
3.8711;24.7;108.8
0.467656;24.8;108.8
0.0256136;24.9;108.8
0.320408;25.0;108.8
0.0340124;25.1;108.8
0.875091;25.2;108.8
0.322254;25.3;108.8
0.299321;25.4;108.8
0.33524;25.5;108.8
0.177448;25.6;108.8
0.947404;25.7;108.8
0.294556;25.8;108.8
0.607578;25.9;108.8
0.152133;26.0;108.8
0.559865;26.1;108.8
0.066774;26.2;108.8
0.909579;26.3;108.8
0.645462;26.4;108.8
0.811116;26.5;108.8
0.197999;26.6;108.8
0.397368;26.7;108.8
0.147427;26.8;108.8
0.48767;26.9;108.8
0.834764;27.0;108.8
1.85281;27.1;108.8
1.15112;27.2;108.8
0.224387;27.3;108.8
0.88611;27.4;108.8
0.234751;27.5;108.8
2.19359;27.6;108.8
0.952944;27.7;108.8
0.0420539;27.8;108.8
0.883489;27.9;108.8
0.799203;28.1;108.8
1.72379;28.3;108.8
1.3384;28.4;108.8
1.34602;28.5;108.8
0.169169;28.6;108.8
0.445438;28.7;108.8
0.217537;28.8;108.8
0.2858;28.9;108.8
0.226531;29.0;108.8
0.0790447;29.1;108.8
0.792889;29.2;108.8
0.571123;29.3;108.8
0.928641;29.4;108.8
2.65625;29.5;108.8
0.440434;29.6;108.8
0.0885753;29.7;108.8
0.26108;29.9;108.8
0.130331;30.0;108.8
0.102573;30.1;108.8
2.14141;30.2;108.8
0.527401;30.3;108.8
1.98761;30.4;108.8
1.37759;30.5;108.8
0.773291;30.6;108.8
0.582679;30.7;108.8
1.40607;30.8;108.8
0.97272;30.9;108.8
1.20521;31.0;108.8
3.90875;31.1;108.8
1.35353;31.2;108.8
0.791519;31.3;108.8
0.405886;31.4;108.8
0.437158;31.5;108.8
0.128544;31.7;108.8
0.103765;31.8;108.8
0.149929;31.9;108.8
0.243329;32.2;108.8
2.061;32.3;108.8
0.421135;32.4;108.8
0.476353;32.5;108.8
0.57976;32.6;108.8
3.66947;32.7;108.8
0.407613;32.8;108.8
0.254647;32.9;108.8
0.0721945;33.0;108.8
0.0505719;33.3;108.8
0.100965;33.4;108.8
0.344771;33.5;108.8
0.0525972;33.9;108.8
5.97976;34.0;108.8
17.5435;34.1;108.8
23.802;34.2;108.8
8.49042;34.3;108.8
2.9078;34.4;108.8
7.08918;34.5;108.8
3.62128;34.6;108.8
2.07732;34.7;108.8
0.843937;34.8;108.8
0.68829;34.9;108.8
0.239278;35.0;108.8
0.161663;35.1;108.8
1.04974;35.2;108.8
0.0608769;35.8;108.8
0.069514;36.0;108.8
0.049738;36.8;108.8
0.116691;36.9;108.8
0.114963;37.0;108.8
0.0396712;37.3;108.8
3.40923;37.5;108.8
1.14505;37.6;108.8
0.222898;37.7;108.8
0.154754;37.8;108.8
0.112581;37.9;108.8
0.0754111;38.1;108.8
2.48446;38.5;108.8
1.13218;38.6;108.8
0.211997;40.6;108.8
0.0552777;40.8;108.8
0.0840482;41.3;108.8
0.0466405;41.4;108.8
0.260782;18.3;108.9
3.94342;18.4;108.9
0.17316;18.5;108.9
0.12634;18.8;108.9
0.161961;18.9;108.9
0.539374;19.0;108.9
0.112461;19.1;108.9
0.924412;19.2;108.9
0.339827;19.3;108.9
0.631345;19.4;108.9
0.525555;19.5;108.9
3.69342;21.6;108.9
0.261616;21.7;108.9
0.422624;21.8;108.9
1.48505;21.9;108.9
0.325888;22.1;108.9
4.15297;22.2;108.9
1.49488;22.3;108.9
2.94604;22.4;108.9
1.63784;22.5;108.9
0.893377;22.6;108.9
1.10252;22.7;108.9
0.833394;22.8;108.9
1.43758;22.9;108.9
0.838338;23.0;108.9
3.93645;23.1;108.9
1.40344;23.2;108.9
0.759472;23.3;108.9
0.569813;23.4;108.9
0.720813;23.5;108.9
2.59829;23.6;108.9
1.22475;23.7;108.9
0.90946;23.8;108.9
0.111389;23.9;108.9
0.969205;24.0;108.9
1.29587;24.1;108.9
0.345545;24.2;108.9
0.148261;24.3;108.9
0.901657;24.4;108.9
0.838874;24.5;108.9
0.297951;24.6;108.9
0.425364;24.7;108.9
0.343043;24.8;108.9
0.532584;24.9;108.9
0.963666;25.0;108.9
0.0970933;25.2;108.9
0.302776;25.3;108.9
0.454373;25.5;108.9
0.818681;25.6;108.9
1.08298;25.7;108.9
0.169347;25.8;108.9
0.547416;25.9;108.9
0.256434;26.0;108.9
0.250536;26.1;108.9
0.247618;26.2;108.9
0.506076;26.3;108.9
0.263165;26.4;108.9
0.338993;26.5;108.9
0.399274;26.6;108.9
0.0497975;26.7;108.9
0.553551;26.8;108.9
0.304444;26.9;108.9
0.642186;27.0;108.9
0.265964;27.1;108.9
2.12765;27.2;108.9
0.826306;27.3;108.9
0.52204;27.4;108.9
0.479986;27.5;108.9
0.113951;27.6;108.9
0.555576;27.7;108.9
1.33161;27.8;108.9
1.24679;27.9;108.9
1.18633;28.0;108.9
1.52669;28.1;108.9
0.991722;28.2;108.9
0.603646;28.3;108.9
6.55189;28.4;108.9
0.481356;28.5;108.9
0.65398;28.6;108.9
1.98463;28.7;108.9
1.33643;28.8;108.9
1.46176;28.9;108.9
0.229688;29.0;108.9
0.11675;29.1;108.9
0.421433;29.2;108.9
0.171134;29.3;108.9
0.77079;29.4;108.9
1.49428;29.5;108.9
0.187396;29.6;108.9
0.63742;29.7;108.9
0.901121;29.9;108.9
0.0658209;30.1;108.9
5.82959;30.2;108.9
1.27532;30.3;108.9
0.823923;30.4;108.9
0.0313915;30.5;108.9
0.19377;30.6;108.9
1.10954;30.7;108.9
0.173338;30.8;108.9
0.566119;30.9;108.9
0.193889;31.0;108.9
1.2699;31.1;108.9
0.296045;31.2;108.9
0.330415;31.3;108.9
0.831607;31.4;108.9
0.0347868;31.5;108.9
0.0959615;31.6;108.9
0.150822;31.7;108.9
0.430487;31.8;108.9
0.0956637;32.0;108.9
0.302002;32.1;108.9
0.115499;32.2;108.9
0.570468;32.3;108.9
0.874435;32.4;108.9
0.500418;32.5;108.9
3.04105;32.6;108.9
3.74834;32.7;108.9
0.659281;32.8;108.9
0.61681;32.9;108.9
0.251549;33.0;108.9
0.674769;33.2;108.9
1.028;33.3;108.9
0.257267;33.9;108.9
5.22469;34.0;108.9
28.2626;34.1;108.9
168.958;34.2;108.9
23.6824;34.3;108.9
9.21874;34.4;108.9
5.85473;34.5;108.9
9.9137;34.6;108.9
1.65511;34.7;108.9
5.75608;34.8;108.9
5.88588;34.9;108.9
1.1074;35.0;108.9
0.0395521;35.1;108.9
0.885336;35.2;108.9
0.721171;35.3;108.9
0.0543246;35.4;108.9
0.0225757;35.5;108.9
0.231416;35.6;108.9
0.252919;35.9;108.9
0.0915536;36.4;108.9
0.183167;36.8;108.9
0.138254;37.1;108.9
0.150346;37.2;108.9
0.220158;37.4;108.9
0.231773;37.5;108.9
0.601502;37.6;108.9
0.59221;38.0;108.9
0.382953;39.2;108.9
0.229807;40.6;108.9
0.752205;18.3;109.0
0.312366;18.4;109.0
0.818443;18.5;109.0
0.0330594;18.6;109.0
0.051525;18.7;109.0
0.0915536;19.0;109.0
0.861688;19.1;109.0
4.53527;19.2;109.0
0.879081;19.3;109.0
0.48779;19.4;109.0
0.937159;19.5;109.0
0.0639148;19.6;109.0
0.228735;21.0;109.0
3.67811;21.4;109.0
0.10716;21.5;109.0
1.64975;21.6;109.0
0.716822;21.7;109.0
0.078032;21.8;109.0
0.751669;21.9;109.0
0.272814;22.0;109.0
0.986956;22.1;109.0
1.5996;22.2;109.0
1.77091;22.3;109.0
1.85806;22.4;109.0
0.075292;22.5;109.0
0.379855;22.6;109.0
0.888969;22.7;109.0
1.25649;22.8;109.0
0.719026;22.9;109.0
1.2223;23.0;109.0
1.41059;23.1;109.0
0.945915;23.2;109.0
1.55999;23.3;109.0
0.383965;23.4;109.0
0.0476531;23.5;109.0
0.696332;23.6;109.0
0.491542;23.7;109.0
0.209376;23.8;109.0
0.0546224;23.9;109.0
0.0777938;24.0;109.0
0.910294;24.1;109.0
0.155528;24.2;109.0
0.851204;24.3;109.0
0.200024;24.4;109.0
0.797178;24.5;109.0
0.41083;24.6;109.0
1.15744;24.7;109.0
0.605314;24.8;109.0
0.218371;24.9;109.0
0.615798;25.0;109.0
0.331904;25.2;109.0
0.284132;25.3;109.0
0.0427687;25.4;109.0
1.0884;25.5;109.0
0.221468;25.7;109.0
0.733203;25.8;109.0
0.552479;25.9;109.0
0.0701693;26.0;109.0
0.110794;26.1;109.0
0.36681;26.3;109.0
0.944426;26.4;109.0
0.32839;26.5;109.0
0.3023;26.6;109.0
0.388909;26.7;109.0
0.147427;26.8;109.0
0.52347;26.9;109.0
0.322195;27.0;109.0
0.589589;27.1;109.0
1.45979;27.2;109.0
0.552836;27.3;109.0
0.0854183;27.4;109.0
0.803849;27.5;109.0
0.0783894;27.6;109.0
1.22171;27.7;109.0
0.215452;27.8;109.0
0.350072;27.9;109.0
0.684359;28.0;109.0
1.01019;28.1;109.0
0.939482;28.2;109.0
1.07041;28.3;109.0
2.01436;28.4;109.0
1.0554;28.5;109.0
1.22695;28.6;109.0
0.227186;28.9;109.0
0.301406;29.0;109.0
0.217358;29.1;109.0
0.58119;29.2;109.0
0.0475936;29.4;109.0
0.26656;29.5;109.0
0.931321;29.6;109.0
1.25596;29.7;109.0
0.193174;29.8;109.0
0.706875;29.9;109.0
1.17757;30.0;109.0
0.264892;30.2;109.0
0.289612;30.3;109.0
0.0520015;30.5;109.0
0.259352;30.6;109.0
0.222481;30.7;109.0
0.757089;30.8;109.0
2.075;30.9;109.0
0.435728;31.0;109.0
0.468133;31.1;109.0
0.95211;31.2;109.0
0.209495;31.3;109.0
0.405409;31.4;109.0
0.186324;31.7;109.0
0.0415178;31.8;109.0
0.0738624;32.0;109.0
0.519002;32.1;109.0
0.270789;32.2;109.0
0.582381;32.4;109.0
0.456755;32.5;109.0
12.1844;32.6;109.0
6.41673;32.7;109.0
0.293901;32.8;109.0
0.0182869;32.9;109.0
0.516918;33.0;109.0
0.230046;33.1;109.0
0.0898858;33.2;109.0
1.08351;33.4;109.0
0.404277;33.6;109.0
0.116572;33.7;109.0
4.81178;34.0;109.0
5.28313;34.1;109.0
26.5391;34.2;109.0
7.0239;34.3;109.0
7.17513;34.4;109.0
6.6584;34.5;109.0
3.28926;34.6;109.0
2.89225;34.7;109.0
3.56052;34.8;109.0
1.88897;34.9;109.0
166836.0;35.0;109.0
2.53408;35.1;109.0
0.598345;35.2;109.0
0.0842269;35.3;109.0
0.0517632;35.5;109.0
1.64004;35.6;109.0
0.031868;35.7;109.0
0.0951276;35.8;109.0
0.0451514;35.9;109.0
0.468907;36.4;109.0
0.109602;36.6;109.0
0.11127;36.8;109.0
0.383429;37.0;109.0
0.11133;37.2;109.0
0.293186;37.3;109.0
0.0409221;37.5;109.0
0.213188;37.8;109.0
0.258101;38.0;109.0
0.113891;38.3;109.0
0.260007;38.7;109.0
0.151835;39.2;109.0
0.0633191;39.9;109.0
0.0497975;40.4;109.0
0.082023;40.5;109.0
0.0404456;40.6;109.0
0.046581;40.7;109.0
0.0377056;40.8;109.0
0.0845843;18.2;109.1
3.46307;18.3;109.1
0.183822;18.5;109.1
0.723553;18.6;109.1
4.05713;18.7;109.1
0.0443174;18.8;109.1
0.0597451;18.9;109.1
0.0461044;19.0;109.1
0.144508;19.1;109.1
0.225697;19.2;109.1
0.62235;19.3;109.1
0.575352;19.4;109.1
0.437099;19.5;109.1
1.1124;19.6;109.1
2.00102;19.7;109.1
0.0271027;19.8;109.1
0.18543;21.0;109.1
0.0181678;21.3;109.1
22.865;21.4;109.1
6.91435;21.5;109.1
2.46194;21.6;109.1
0.674113;21.7;109.1
0.0500954;21.8;109.1
0.149631;21.9;109.1
0.252145;22.0;109.1
2.0034;22.1;109.1
0.943056;22.2;109.1
4.57214;22.3;109.1
1.68585;22.4;109.1
1.66589;22.5;109.1
1.8163;22.6;109.1
1.37849;22.7;109.1
2.31648;22.8;109.1
0.95348;22.9;109.1
2.57416;23.1;109.1
3.38987;23.2;109.1
0.502979;23.3;109.1
1.40595;23.4;109.1
0.753337;23.5;109.1
2.16357;23.6;109.1
1.5392;23.7;109.1
0.481714;23.8;109.1
0.337563;24.1;109.1
0.79414;24.2;109.1
0.0963189;24.3;109.1
0.882834;24.4;109.1
0.401597;24.5;109.1
0.59626;24.6;109.1
0.52204;24.7;109.1
0.930904;24.8;109.1
0.384323;24.9;109.1
0.57011;25.0;109.1
0.290922;25.2;109.1
0.137777;25.3;109.1
0.536455;25.4;109.1
0.870861;25.5;109.1
0.779546;25.6;109.1
0.918693;25.7;109.1
0.528712;25.8;109.1
1.02794;25.9;109.1
0.252145;26.0;109.1
0.370205;26.1;109.1
3.22922;26.2;109.1
0.389981;26.3;109.1
0.505719;26.4;109.1
0.1429;26.5;109.1
1.77025;26.6;109.1
0.383846;26.7;109.1
0.713368;26.8;109.1
2.47558;26.9;109.1
0.0839291;27.0;109.1
1.1382;27.1;109.1
0.804147;27.2;109.1
4.23899;27.3;109.1
1.27758;27.4;109.1
1.13796;27.5;109.1
0.607875;27.6;109.1
10.7498;27.7;109.1
0.593818;27.8;109.1
0.0326424;27.9;109.1
0.247558;28.0;109.1
3.85097;28.1;109.1
0.88617;28.2;109.1
0.596677;28.3;109.1
1.4209;28.4;109.1
0.186383;28.5;109.1
0.736003;28.6;109.1
0.652669;28.7;109.1
0.795152;28.8;109.1
1.01269;28.9;109.1
0.690971;29.0;109.1
0.470039;29.1;109.1
1.73535;29.4;109.1
3.75578;29.6;109.1
0.988207;29.7;109.1
0.121754;29.8;109.1
0.181201;29.9;109.1
0.0518228;30.1;109.1
0.106624;30.2;109.1
2.64618;30.3;109.1
0.794021;30.4;109.1
0.0360973;30.5;109.1
0.41905;30.6;109.1
1.8493;30.7;109.1
1.38587;30.8;109.1
1.04777;30.9;109.1
1.83411;31.1;109.1
1.27651;31.2;109.1
0.685788;31.3;109.1
0.247975;31.4;109.1
0.113534;31.5;109.1
0.219264;31.6;109.1
0.0985825;31.7;109.1
0.478616;32.0;109.1
0.164642;32.1;109.1
0.663749;32.3;109.1
0.46849;32.4;109.1
0.62509;32.5;109.1
0.69103;32.6;109.1
0.817728;32.7;109.1
0.387301;32.8;109.1
0.849477;32.9;109.1
0.676139;33.0;109.1
0.531392;33.1;109.1
0.660592;33.2;109.1
0.632655;33.3;109.1
3.24572;33.4;109.1
0.591554;33.5;109.1
1.44365;33.6;109.1
3.31314;34.0;109.1
3.59209;34.1;109.1
2.75245;34.2;109.1
4.92221;34.3;109.1
5.0062;34.4;109.1
4.67096;34.5;109.1
6.77211;34.6;109.1
6.91507;34.7;109.1
3.94121;34.8;109.1
1.26543;34.9;109.1
1.60883;35.0;109.1
0.71307;35.1;109.1
0.149929;35.2;109.1
0.338099;35.3;109.1
0.663689;35.4;109.1
0.153503;35.5;109.1
0.533954;35.6;109.1
0.212414;35.7;109.1
0.148737;35.8;109.1
0.190315;35.9;109.1
0.0371695;36.3;109.1
0.503039;36.6;109.1
0.0816656;36.7;109.1
0.600966;36.8;109.1
0.453301;37.0;109.1
0.116572;37.1;109.1
0.0569455;37.2;109.1
0.0329998;37.6;109.1
0.395342;37.7;109.1
0.143555;38.0;109.1
0.362104;38.1;109.1
0.228497;38.3;109.1
0.0361568;38.7;109.1
0.776865;39.8;109.1
0.289433;39.9;109.1
0.165297;40.4;109.1
0.378723;40.5;109.1
0.0861926;40.6;109.1
0.0654635;40.7;109.1
0.0307958;40.8;109.1
0.0338337;40.9;109.1
1.01078;41.0;109.1
0.0318085;41.5;109.1
0.0487849;18.2;109.2
0.819277;18.3;109.2
0.787707;18.4;109.2
0.583215;18.5;109.2
2.08911;18.6;109.2
0.219979;18.7;109.2
0.34203;19.1;109.2
0.35305;19.2;109.2
1.24958;19.3;109.2
0.921016;19.4;109.2
2.85502;19.6;109.2
5.12772;19.7;109.2
1.1784;19.8;109.2
4.72064;21.4;109.2
2.9673;21.5;109.2
2.03878;21.6;109.2
0.880094;21.7;109.2
0.0330594;21.8;109.2
0.275793;21.9;109.2
0.798786;22.0;109.2
3.32512;22.1;109.2
0.35996;22.2;109.2
8.43961;22.3;109.2
5.72308;22.4;109.2
1.4897;22.5;109.2
6.84943;22.6;109.2
3.55481;22.7;109.2
2.11014;22.8;109.2
1.35883;22.9;109.2
0.16488;23.0;109.2
0.960449;23.1;109.2
0.739934;23.2;109.2
0.729808;23.3;109.2
0.511437;23.4;109.2
0.472957;23.5;109.2
2.76436;23.6;109.2
8.23708;23.7;109.2
2.0822;23.8;109.2
2.52472;23.9;109.2
0.301942;24.0;109.2
2.48922;24.1;109.2
5.0426;24.2;109.2
3.41077;24.3;109.2
1.15005;24.4;109.2
0.796046;24.5;109.2
3.17769;24.6;109.2
0.056052;24.7;109.2
0.435371;24.8;109.2
0.362104;24.9;109.2
5.0635;25.0;109.2
0.0344294;25.1;109.2
0.373839;25.2;109.2
0.302538;25.3;109.2
0.668812;25.4;109.2
0.602038;25.5;109.2
0.342924;25.6;109.2
0.719265;25.7;109.2
1.25012;25.8;109.2
0.353289;25.9;109.2
0.0673101;26.0;109.2
0.862641;26.1;109.2
0.0644509;26.2;109.2
0.0987016;26.3;109.2
0.638612;26.4;109.2
0.440494;26.5;109.2
0.784609;26.6;109.2
0.190434;26.7;109.2
0.10716;26.8;109.2
2.53568;26.9;109.2
0.852991;27.0;109.2
0.676019;27.1;109.2
0.410591;27.2;109.2
0.916132;27.3;109.2
0.59769;27.4;109.2
0.54545;27.5;109.2
1.61824;27.7;109.2
0.911962;27.8;109.2
0.707173;27.9;109.2
1.03008;28.0;109.2
1.63468;28.1;109.2
0.625865;28.2;109.2
1.37998;28.3;109.2
0.461104;28.4;109.2
1.89088;28.5;109.2
0.127532;28.6;109.2
2.12849;28.7;109.2
0.140458;28.8;109.2
0.0674292;28.9;109.2
0.69651;29.0;109.2
0.68275;29.1;109.2
1.60335;29.2;109.2
0.124196;29.3;109.2
0.734871;29.4;109.2
0.432154;29.5;109.2
0.578628;29.6;109.2
0.938171;29.8;109.2
1.47469;29.9;109.2
0.0307363;30.0;109.2
0.0446153;30.2;109.2
0.0951276;30.3;109.2
0.207172;30.4;109.2
0.649155;30.5;109.2
0.345902;30.6;109.2
0.574637;30.7;109.2
0.0766024;30.8;109.2
0.791459;30.9;109.2
0.0956041;31.0;109.2
1.08101;31.1;109.2
2.32756;31.2;109.2
1.89725;31.3;109.2
0.406422;31.4;109.2
0.238861;31.6;109.2
0.767216;32.0;109.2
0.33929;32.4;109.2
0.689541;32.5;109.2
0.489934;32.6;109.2
0.84078;32.7;109.2
0.746427;32.8;109.2
0.268406;32.9;109.2
0.0548607;33.0;109.2
0.256553;33.1;109.2
0.149571;33.2;109.2
0.606684;33.3;109.2
0.272338;33.5;109.2
0.682274;33.6;109.2
0.0897071;33.7;109.2
0.0670718;33.8;109.2
3.09144;34.0;109.2
6.36175;34.1;109.2
1.07029;34.2;109.2
7.164;34.3;109.2
7.23011;34.4;109.2
4.39571;34.5;109.2
8.41537;34.6;109.2
3.37652;34.7;109.2
3.94044;34.8;109.2
3.70604;34.9;109.2
0.0235287;35.0;109.2
0.962296;35.1;109.2
0.0529546;35.2;109.2
0.032285;35.3;109.2
0.0356803;35.4;109.2
1.8879;35.5;109.2
0.595783;35.6;109.2
0.160651;35.7;109.2
0.306946;35.8;109.2
0.29944;35.9;109.2
0.0630213;36.0;109.2
0.0760663;36.1;109.2
0.246188;36.3;109.2
0.199965;36.6;109.2
0.0937576;36.7;109.2
0.228854;36.8;109.2
0.975579;36.9;109.2
0.317132;37.1;109.2
0.386407;37.3;109.2
0.0656422;37.6;109.2
0.0400286;37.7;109.2
0.36961;37.8;109.2
4.3468;37.9;109.2
0.728795;38.0;109.2
0.270312;38.2;109.2
0.0369908;38.5;109.2
0.154515;38.6;109.2
0.360496;39.4;109.2
2.85585;39.8;109.2
0.035859;39.9;109.2
0.0574816;40.4;109.2
0.149333;40.5;109.2
0.225399;40.6;109.2
0.0760068;40.9;109.2
0.31606;41.0;109.2
0.0366929;41.6;109.2
1.84168;18.2;109.3
1.10603;18.3;109.3
0.786396;18.4;109.3
0.167918;18.5;109.3
0.173338;18.6;109.3
0.450382;18.7;109.3
1.09471;18.8;109.3
0.0465214;19.0;109.3
0.189719;19.2;109.3
0.40946;19.3;109.3
1.53104;19.4;109.3
1.08363;19.5;109.3
0.311235;19.6;109.3
3.39517;19.7;109.3
0.426079;19.8;109.3
0.0517632;19.9;109.3
0.406779;21.4;109.3
0.264535;21.5;109.3
0.129676;21.6;109.3
0.659579;21.7;109.3
0.642901;21.8;109.3
0.128664;21.9;109.3
0.984038;22.0;109.3
0.745176;22.1;109.3
2.52407;22.2;109.3
